date,rule,hmm
2018-09-25,🌊 震荡市,🌊 震荡市
2018-09-26,🌊 震荡市,🌊 震荡市
2018-09-27,🌊 震荡市,🌊 震荡市
2018-09-28,🌊 震荡市,🐂 牛市
2018-10-08,🌊 震荡市,🌊 震荡市
2018-10-09,🌊 震荡市,🌊 震荡市
2018-10-10,🌊 震荡市,🌊 震荡市
2018-10-11,🐻 熊市,❓ 转换期
2018-10-12,🐻 熊市,❓ 转换期
2018-10-15,🐻 熊市,❓ 转换期
2018-10-16,🐻 熊市,❓ 转换期
2018-10-17,🐻 熊市,❓ 转换期
2018-10-18,🐻 熊市,❓ 转换期
2018-10-19,🐻 熊市,❓ 转换期
2018-10-22,🌊 震荡市,🌊 震荡市
2018-10-23,🌊 震荡市,🌊 震荡市
2018-10-24,🌊 震荡市,🌊 震荡市
2018-10-25,🌊 震荡市,🌊 震荡市
2018-10-26,🌊 震荡市,🌊 震荡市
2018-10-29,🐻 熊市,❓ 转换期
2018-10-30,🌊 震荡市,🌊 震荡市
2018-10-31,🌊 震荡市,🌊 震荡市
2018-11-01,🌊 震荡市,🌊 震荡市
2018-11-02,🌊 震荡市,🌊 震荡市
2018-11-05,🌊 震荡市,🌊 震荡市
2018-11-06,🌊 震荡市,🌊 震荡市
2018-11-07,🌊 震荡市,🌊 震荡市
2018-11-08,🌊 震荡市,🌊 震荡市
2018-11-09,🌊 震荡市,🌊 震荡市
2018-11-12,🌊 震荡市,🌊 震荡市
2018-11-13,🌊 震荡市,🌊 震荡市
2018-11-14,🌊 震荡市,🌊 震荡市
2018-11-15,🌊 震荡市,🌊 震荡市
2018-11-16,🌊 震荡市,🌊 震荡市
2018-11-19,🌊 震荡市,🌊 震荡市
2018-11-20,🌊 震荡市,🌊 震荡市
2018-11-21,🌊 震荡市,🌊 震荡市
2018-11-22,🌊 震荡市,🌊 震荡市
2018-11-23,🌊 震荡市,🌊 震荡市
2018-11-26,🌊 震荡市,🌊 震荡市
2018-11-27,🌊 震荡市,🌊 震荡市
2018-11-28,🌊 震荡市,🌊 震荡市
2018-11-29,🌊 震荡市,🌊 震荡市
2018-11-30,🌊 震荡市,🌊 震荡市
2018-12-03,🌊 震荡市,🌊 震荡市
2018-12-04,🌊 震荡市,🌊 震荡市
2018-12-05,🌊 震荡市,🌊 震荡市
2018-12-06,🌊 震荡市,🌊 震荡市
2018-12-07,🌊 震荡市,🌊 震荡市
2018-12-10,🌊 震荡市,🌊 震荡市
2018-12-11,🌊 震荡市,🌊 震荡市
2018-12-12,🌊 震荡市,🌊 震荡市
2018-12-13,🌊 震荡市,🌊 震荡市
2018-12-14,🌊 震荡市,🌊 震荡市
2018-12-17,🌊 震荡市,🌊 震荡市
2018-12-18,🌊 震荡市,🌊 震荡市
2018-12-19,🌊 震荡市,🌊 震荡市
2018-12-20,🌊 震荡市,🌊 震荡市
2018-12-21,🌊 震荡市,🌊 震荡市
2018-12-24,🌊 震荡市,🌊 震荡市
2018-12-25,🌊 震荡市,🌊 震荡市
2018-12-26,🌊 震荡市,🌊 震荡市
2018-12-27,🌊 震荡市,🌊 震荡市
2018-12-28,🌊 震荡市,🌊 震荡市
2019-01-02,🐻 熊市,❓ 转换期
2019-01-03,🐻 熊市,❓ 转换期
2019-01-04,🌊 震荡市,🌊 震荡市
2019-01-07,🌊 震荡市,🌊 震荡市
2019-01-08,🌊 震荡市,🌊 震荡市
2019-01-09,🌊 震荡市,🌊 震荡市
2019-01-10,🌊 震荡市,🌊 震荡市
2019-01-11,🌊 震荡市,🌊 震荡市
2019-01-14,🌊 震荡市,🌊 震荡市
2019-01-15,🌊 震荡市,🌊 震荡市
2019-01-16,🌊 震荡市,🌊 震荡市
2019-01-17,🌊 震荡市,🌊 震荡市
2019-01-18,🌊 震荡市,🌊 震荡市
2019-01-21,🌊 震荡市,🌊 震荡市
2019-01-22,🌊 震荡市,🌊 震荡市
2019-01-23,🌊 震荡市,🌊 震荡市
2019-01-24,🌊 震荡市,🌊 震荡市
2019-01-25,🌊 震荡市,🌊 震荡市
2019-01-28,🌊 震荡市,🌊 震荡市
2019-01-29,🌊 震荡市,🌊 震荡市
2019-01-30,🌊 震荡市,🌊 震荡市
2019-01-31,🌊 震荡市,🌊 震荡市
2019-02-01,🌊 震荡市,🌊 震荡市
2019-02-11,🌊 震荡市,🐂 牛市
2019-02-12,🌊 震荡市,🐂 牛市
2019-02-13,🐂 牛市,🐂 牛市
2019-02-14,🐂 牛市,🐂 牛市
2019-02-15,🌊 震荡市,🐂 牛市
2019-02-18,🐂 牛市,🐂 牛市
2019-02-19,🐂 牛市,🐂 牛市
2019-02-20,🐂 牛市,🐂 牛市
2019-02-21,🐂 牛市,🐂 牛市
2019-02-22,🐂 牛市,🐂 牛市
2019-02-25,🐂 牛市 (高波动),🐂 牛市
2019-02-26,🐂 牛市 (高波动),🐂 牛市
2019-02-27,🐂 牛市 (高波动),🐂 牛市
2019-02-28,🐂 牛市 (高波动),🐂 牛市
2019-03-01,🐂 牛市 (高波动),🐂 牛市
2019-03-04,🐂 牛市 (高波动),🐂 牛市
2019-03-05,🐂 牛市 (高波动),🐂 牛市
2019-03-06,🐂 牛市 (高波动),🐂 牛市
2019-03-07,🐂 牛市 (高波动),🐂 牛市
2019-03-08,🐂 牛市 (高波动),🐂 牛市
2019-03-11,🐂 牛市 (高波动),🐂 牛市
2019-03-12,🐂 牛市 (高波动),🐂 牛市
2019-03-13,🐂 牛市 (高波动),🐂 牛市
2019-03-14,🐂 牛市 (高波动),🐂 牛市
2019-03-15,🐂 牛市 (高波动),🐂 牛市
2019-03-18,🐂 牛市 (高波动),🐂 牛市
2019-03-19,🐂 牛市 (高波动),🐂 牛市
2019-03-20,🐂 牛市 (高波动),🐂 牛市
2019-03-21,🐂 牛市 (高波动),🐂 牛市
2019-03-22,🐂 牛市 (高波动),🐂 牛市
2019-03-25,🐂 牛市 (高波动),🐂 牛市
2019-03-26,🐂 牛市 (高波动),🐂 牛市
2019-03-27,🐂 牛市 (高波动),🐂 牛市
2019-03-28,🐂 牛市 (高波动),🐂 牛市
2019-03-29,🐂 牛市 (高波动),🐂 牛市
2019-04-01,🐂 牛市 (高波动),🐂 牛市
2019-04-02,🐂 牛市 (高波动),🐂 牛市
2019-04-03,🐂 牛市 (高波动),🐂 牛市
2019-04-04,🐂 牛市 (高波动),🐂 牛市
2019-04-08,🐂 牛市 (高波动),🐂 牛市
2019-04-09,🐂 牛市 (高波动),🐂 牛市
2019-04-10,🐂 牛市 (高波动),🐂 牛市
2019-04-11,🐂 牛市 (高波动),🐂 牛市
2019-04-12,🐂 牛市 (高波动),🐂 牛市
2019-04-15,🐂 牛市 (高波动),🐂 牛市
2019-04-16,🐂 牛市 (高波动),🐂 牛市
2019-04-17,🐂 牛市 (高波动),🐂 牛市
2019-04-18,🐂 牛市 (高波动),🐂 牛市
2019-04-19,🐂 牛市 (高波动),🐂 牛市
2019-04-22,🐂 牛市 (高波动),🐂 牛市
2019-04-23,🐂 牛市 (高波动),🐂 牛市
2019-04-24,🐂 牛市 (高波动),🐂 牛市
2019-04-25,🌊 震荡市,🐂 牛市
2019-04-26,🌊 震荡市,🐂 牛市
2019-04-29,🌊 震荡市,🐂 牛市
2019-04-30,🌊 震荡市,🐂 牛市
2019-05-06,🌊 震荡市,🌊 震荡市
2019-05-07,🌊 震荡市,🌊 震荡市
2019-05-08,🌊 震荡市,🌊 震荡市
2019-05-09,❓ 转换期,❓ 转换期
2019-05-10,🌊 震荡市,🌊 震荡市
2019-05-13,🌊 震荡市,🌊 震荡市
2019-05-14,❓ 转换期,❓ 转换期
2019-05-15,🌊 震荡市,🌊 震荡市
2019-05-16,🌊 震荡市,🌊 震荡市
2019-05-17,🐻 熊市,❓ 转换期
2019-05-20,🐻 熊市,❓ 转换期
2019-05-21,🌊 震荡市,🌊 震荡市
2019-05-22,🐻 熊市,❓ 转换期
2019-05-23,🐻 熊市,❓ 转换期
2019-05-24,🐻 熊市,❓ 转换期
2019-05-27,🐻 熊市,❓ 转换期
2019-05-28,🌊 震荡市,🌊 震荡市
2019-05-29,🌊 震荡市,🌊 震荡市
2019-05-30,🌊 震荡市,🌊 震荡市
2019-05-31,🌊 震荡市,🌊 震荡市
2019-06-03,🐻 熊市,❓ 转换期
2019-06-04,🐻 熊市,❓ 转换期
2019-06-05,🐻 熊市,❓ 转换期
2019-06-06,🐻 熊市,❓ 转换期
2019-06-10,🐻 熊市,❓ 转换期
2019-06-11,🌊 震荡市,🌊 震荡市
2019-06-12,🌊 震荡市,🌊 震荡市
2019-06-13,🌊 震荡市,🌊 震荡市
2019-06-14,🌊 震荡市,🌊 震荡市
2019-06-17,🌊 震荡市,🌊 震荡市
2019-06-18,🌊 震荡市,🌊 震荡市
2019-06-19,🌊 震荡市,🌊 震荡市
2019-06-20,🌊 震荡市,🌊 震荡市
2019-06-21,🌊 震荡市,🌊 震荡市
2019-06-24,🌊 震荡市,🌊 震荡市
2019-06-25,🌊 震荡市,🌊 震荡市
2019-06-26,🌊 震荡市,🌊 震荡市
2019-06-27,🌊 震荡市,🌊 震荡市
2019-06-28,🌊 震荡市,🌊 震荡市
2019-07-01,🌊 震荡市,🌊 震荡市
2019-07-02,🌊 震荡市,🌊 震荡市
2019-07-03,🌊 震荡市,🌊 震荡市
2019-07-04,🌊 震荡市,🌊 震荡市
2019-07-05,🌊 震荡市,🌊 震荡市
2019-07-08,🌊 震荡市,🌊 震荡市
2019-07-09,🌊 震荡市,🌊 震荡市
2019-07-10,🌊 震荡市,🌊 震荡市
2019-07-11,🌊 震荡市,🌊 震荡市
2019-07-12,🌊 震荡市,🌊 震荡市
2019-07-15,🌊 震荡市,🌊 震荡市
2019-07-16,🌊 震荡市,🌊 震荡市
2019-07-17,🌊 震荡市,🌊 震荡市
2019-07-18,🌊 震荡市,🌊 震荡市
2019-07-19,🌊 震荡市,🌊 震荡市
2019-07-22,🌊 震荡市,🌊 震荡市
2019-07-23,🌊 震荡市,🌊 震荡市
2019-07-24,🌊 震荡市,🌊 震荡市
2019-07-25,🌊 震荡市,🌊 震荡市
2019-07-26,🌊 震荡市,🌊 震荡市
2019-07-29,🌊 震荡市,🌊 震荡市
2019-07-30,🌊 震荡市,🌊 震荡市
2019-07-31,🌊 震荡市,🌊 震荡市
2019-08-01,🌊 震荡市,🌊 震荡市
2019-08-02,🌊 震荡市,🌊 震荡市
2019-08-05,🌊 震荡市,🌊 震荡市
2019-08-06,🌊 震荡市,🌊 震荡市
2019-08-07,🐻 熊市,❓ 转换期
2019-08-08,🌊 震荡市,🌊 震荡市
2019-08-09,🌊 震荡市,🌊 震荡市
2019-08-12,🌊 震荡市,🌊 震荡市
2019-08-13,🌊 震荡市,🌊 震荡市
2019-08-14,🌊 震荡市,🌊 震荡市
2019-08-15,🌊 震荡市,🌊 震荡市
2019-08-16,🌊 震荡市,🌊 震荡市
2019-08-19,🌊 震荡市,🌊 震荡市
2019-08-20,🌊 震荡市,🌊 震荡市
2019-08-21,🌊 震荡市,🌊 震荡市
2019-08-22,🌊 震荡市,🌊 震荡市
2019-08-23,🌊 震荡市,🌊 震荡市
2019-08-26,🌊 震荡市,🌊 震荡市
2019-08-27,🌊 震荡市,🌊 震荡市
2019-08-28,🌊 震荡市,🌊 震荡市
2019-08-29,🌊 震荡市,🌊 震荡市
2019-08-30,🌊 震荡市,🌊 震荡市
2019-09-02,🌊 震荡市,🌊 震荡市
2019-09-03,🌊 震荡市,🌊 震荡市
2019-09-04,🌊 震荡市,🌊 震荡市
2019-09-05,🌊 震荡市,🐂 牛市
2019-09-06,🌊 震荡市,🐂 牛市
2019-09-09,🌊 震荡市,🐂 牛市
2019-09-10,🌊 震荡市,🐂 牛市
2019-09-11,🌊 震荡市,🐂 牛市
2019-09-12,🌊 震荡市,🐂 牛市
2019-09-16,🌊 震荡市,🐂 牛市
2019-09-17,🌊 震荡市,🌊 震荡市
2019-09-18,🌊 震荡市,🐂 牛市
2019-09-19,🌊 震荡市,🐂 牛市
2019-09-20,🌊 震荡市,🐂 牛市
2019-09-23,🌊 震荡市,🌊 震荡市
2019-09-24,🌊 震荡市,🐂 牛市
2019-09-25,🌊 震荡市,🌊 震荡市
2019-09-26,🌊 震荡市,🌊 震荡市
2019-09-27,🌊 震荡市,🌊 震荡市
2019-09-30,🌊 震荡市,🌊 震荡市
2019-10-08,🌊 震荡市,🌊 震荡市
2019-10-09,🌊 震荡市,🌊 震荡市
2019-10-10,🌊 震荡市,🌊 震荡市
2019-10-11,🌊 震荡市,🌊 震荡市
2019-10-14,🌊 震荡市,🐂 牛市
2019-10-15,🌊 震荡市,🐂 牛市
2019-10-16,🌊 震荡市,🐂 牛市
2019-10-17,🌊 震荡市,🌊 震荡市
2019-10-18,🌊 震荡市,🌊 震荡市
2019-10-21,🌊 震荡市,🌊 震荡市
2019-10-22,🌊 震荡市,🌊 震荡市
2019-10-23,🌊 震荡市,🌊 震荡市
2019-10-24,🌊 震荡市,🌊 震荡市
2019-10-25,🌊 震荡市,🌊 震荡市
2019-10-28,🌊 震荡市,🌊 震荡市
2019-10-29,🌊 震荡市,🌊 震荡市
2019-10-30,🌊 震荡市,🌊 震荡市
2019-10-31,🌊 震荡市,🌊 震荡市
2019-11-01,🌊 震荡市,🌊 震荡市
2019-11-04,🌊 震荡市,🌊 震荡市
2019-11-05,🌊 震荡市,🐂 牛市
2019-11-06,🌊 震荡市,🌊 震荡市
2019-11-07,🌊 震荡市,🌊 震荡市
2019-11-08,🌊 震荡市,🌊 震荡市
2019-11-11,🌊 震荡市,🌊 震荡市
2019-11-12,🌊 震荡市,🌊 震荡市
2019-11-13,🌊 震荡市,🌊 震荡市
2019-11-14,🌊 震荡市,🌊 震荡市
2019-11-15,🌊 震荡市,🌊 震荡市
2019-11-18,🌊 震荡市,🌊 震荡市
2019-11-19,🌊 震荡市,🌊 震荡市
2019-11-20,🌊 震荡市,🌊 震荡市
2019-11-21,🌊 震荡市,🌊 震荡市
2019-11-22,🌊 震荡市,🌊 震荡市
2019-11-25,🌊 震荡市,🌊 震荡市
2019-11-26,🌊 震荡市,🌊 震荡市
2019-11-27,🌊 震荡市,🌊 震荡市
2019-11-28,🌊 震荡市,🌊 震荡市
2019-11-29,🌊 震荡市,🌊 震荡市
2019-12-02,🌊 震荡市,🌊 震荡市
2019-12-03,🌊 震荡市,🌊 震荡市
2019-12-04,🌊 震荡市,🌊 震荡市
2019-12-05,🌊 震荡市,🌊 震荡市
2019-12-06,🌊 震荡市,🌊 震荡市
2019-12-09,🌊 震荡市,🌊 震荡市
2019-12-10,🌊 震荡市,🌊 震荡市
2019-12-11,🌊 震荡市,🌊 震荡市
2019-12-12,🌊 震荡市,🌊 震荡市
2019-12-13,🌊 震荡市,🌊 震荡市
2019-12-16,🌊 震荡市,🌊 震荡市
2019-12-17,🌊 震荡市,🐂 牛市
2019-12-18,🌊 震荡市,🐂 牛市
2019-12-19,🌊 震荡市,🐂 牛市
2019-12-20,🌊 震荡市,🐂 牛市
2019-12-23,🌊 震荡市,🌊 震荡市
2019-12-24,🌊 震荡市,🌊 震荡市
2019-12-25,🌊 震荡市,🌊 震荡市
2019-12-26,🌊 震荡市,🐂 牛市
2019-12-27,🌊 震荡市,🐂 牛市
2019-12-30,🌊 震荡市,🐂 牛市
2019-12-31,🌊 震荡市,🐂 牛市
2020-01-02,🌊 震荡市,🐂 牛市
2020-01-03,🌊 震荡市,🐂 牛市
2020-01-06,🌊 震荡市,🐂 牛市
2020-01-07,🐂 牛市,🐂 牛市
2020-01-08,🌊 震荡市,🐂 牛市
2020-01-09,🌊 震荡市,🐂 牛市
2020-01-10,🌊 震荡市,🐂 牛市
2020-01-13,🐂 牛市,🐂 牛市
2020-01-14,🌊 震荡市,🐂 牛市
2020-01-15,🌊 震荡市,🐂 牛市
2020-01-16,🌊 震荡市,🐂 牛市
2020-01-17,🌊 震荡市,🐂 牛市
2020-01-20,🌊 震荡市,🐂 牛市
2020-01-21,🌊 震荡市,🐂 牛市
2020-01-22,🌊 震荡市,🐂 牛市
2020-01-23,🌊 震荡市,🌊 震荡市
2020-02-03,❓ 转换期,❓ 转换期
2020-02-04,❓ 转换期,❓ 转换期
2020-02-05,❓ 转换期,❓ 转换期
2020-02-06,🌊 震荡市,🌊 震荡市
2020-02-07,🌊 震荡市,🌊 震荡市
2020-02-10,🌊 震荡市,🌊 震荡市
2020-02-11,🌊 震荡市,🌊 震荡市
2020-02-12,🌊 震荡市,🌊 震荡市
2020-02-13,🌊 震荡市,🌊 震荡市
2020-02-14,🌊 震荡市,🌊 震荡市
2020-02-17,🌊 震荡市,🌊 震荡市
2020-02-18,🌊 震荡市,🌊 震荡市
2020-02-19,🌊 震荡市,🌊 震荡市
2020-02-20,🌊 震荡市,🐂 牛市
2020-02-21,🌊 震荡市,🐂 牛市
2020-02-24,🌊 震荡市,🌊 震荡市
2020-02-25,🌊 震荡市,🌊 震荡市
2020-02-26,🌊 震荡市,🌊 震荡市
2020-02-27,🌊 震荡市,🌊 震荡市
2020-02-28,🌊 震荡市,🌊 震荡市
2020-03-02,🌊 震荡市,🌊 震荡市
2020-03-03,🌊 震荡市,🌊 震荡市
2020-03-04,🌊 震荡市,🌊 震荡市
2020-03-05,🌊 震荡市,🐂 牛市
2020-03-06,🌊 震荡市,🌊 震荡市
2020-03-09,🌊 震荡市,🌊 震荡市
2020-03-10,🌊 震荡市,🌊 震荡市
2020-03-11,🌊 震荡市,🌊 震荡市
2020-03-12,🌊 震荡市,🌊 震荡市
2020-03-13,🌊 震荡市,🌊 震荡市
2020-03-16,🐻 熊市,❓ 转换期
2020-03-17,🐻 熊市,❓ 转换期
2020-03-18,🐻 熊市,❓ 转换期
2020-03-19,🐻 熊市,❓ 转换期
2020-03-20,🐻 熊市,❓ 转换期
2020-03-23,🐻 熊市,❓ 转换期
2020-03-24,🐻 熊市,❓ 转换期
2020-03-25,🐻 熊市,❓ 转换期
2020-03-26,🐻 熊市,❓ 转换期
2020-03-27,🐻 熊市,❓ 转换期
2020-03-30,🐻 熊市,❓ 转换期
2020-03-31,🐻 熊市,❓ 转换期
2020-04-01,🐻 熊市,❓ 转换期
2020-04-02,🐻 熊市,❓ 转换期
2020-04-03,🐻 熊市,❓ 转换期
2020-04-07,🌊 震荡市,🌊 震荡市
2020-04-08,🌊 震荡市,🌊 震荡市
2020-04-09,🌊 震荡市,🌊 震荡市
2020-04-10,🌊 震荡市,🌊 震荡市
2020-04-13,🌊 震荡市,🌊 震荡市
2020-04-14,🌊 震荡市,🌊 震荡市
2020-04-15,🌊 震荡市,🌊 震荡市
2020-04-16,🌊 震荡市,🌊 震荡市
2020-04-17,🌊 震荡市,🌊 震荡市
2020-04-20,🌊 震荡市,🌊 震荡市
2020-04-21,🌊 震荡市,🌊 震荡市
2020-04-22,🌊 震荡市,🌊 震荡市
2020-04-23,🌊 震荡市,🌊 震荡市
2020-04-24,🌊 震荡市,🌊 震荡市
2020-04-27,🌊 震荡市,🌊 震荡市
2020-04-28,🌊 震荡市,🌊 震荡市
2020-04-29,🌊 震荡市,🌊 震荡市
2020-04-30,🌊 震荡市,🌊 震荡市
2020-05-06,🌊 震荡市,🌊 震荡市
2020-05-07,🌊 震荡市,🌊 震荡市
2020-05-08,🌊 震荡市,🌊 震荡市
2020-05-11,🌊 震荡市,🌊 震荡市
2020-05-12,🌊 震荡市,🌊 震荡市
2020-05-13,🌊 震荡市,🌊 震荡市
2020-05-14,🌊 震荡市,🌊 震荡市
2020-05-15,🌊 震荡市,🌊 震荡市
2020-05-18,🌊 震荡市,🌊 震荡市
2020-05-19,🌊 震荡市,🌊 震荡市
2020-05-20,🌊 震荡市,🌊 震荡市
2020-05-21,🌊 震荡市,🌊 震荡市
2020-05-22,🌊 震荡市,🌊 震荡市
2020-05-25,🌊 震荡市,🌊 震荡市
2020-05-26,🌊 震荡市,🌊 震荡市
2020-05-27,🌊 震荡市,🌊 震荡市
2020-05-28,🌊 震荡市,🌊 震荡市
2020-05-29,🌊 震荡市,🌊 震荡市
2020-06-01,🌊 震荡市,🐂 牛市
2020-06-02,🌊 震荡市,🐂 牛市
2020-06-03,🌊 震荡市,🐂 牛市
2020-06-04,🌊 震荡市,🐂 牛市
2020-06-05,🌊 震荡市,🐂 牛市
2020-06-08,🌊 震荡市,🐂 牛市
2020-06-09,🌊 震荡市,🐂 牛市
2020-06-10,🌊 震荡市,🐂 牛市
2020-06-11,🌊 震荡市,🐂 牛市
2020-06-12,🌊 震荡市,🐂 牛市
2020-06-15,🌊 震荡市,🌊 震荡市
2020-06-16,🌊 震荡市,🐂 牛市
2020-06-17,🌊 震荡市,🐂 牛市
2020-06-18,🌊 震荡市,🐂 牛市
2020-06-19,🌊 震荡市,🐂 牛市
2020-06-22,🌊 震荡市,🐂 牛市
2020-06-23,🌊 震荡市,🐂 牛市
2020-06-24,🌊 震荡市,🐂 牛市
2020-06-29,🌊 震荡市,🐂 牛市
2020-06-30,🌊 震荡市,🐂 牛市
2020-07-01,🐂 牛市,🐂 牛市
2020-07-02,🐂 牛市,🐂 牛市
2020-07-03,🐂 牛市,🐂 牛市
2020-07-06,🐂 牛市 (高波动),🐂 牛市
2020-07-07,🐂 牛市 (高波动),🐂 牛市
2020-07-08,🐂 牛市 (高波动),🐂 牛市
2020-07-09,🐂 牛市 (高波动),🐂 牛市
2020-07-10,🐂 牛市 (高波动),🐂 牛市
2020-07-13,🐂 牛市 (高波动),🐂 牛市
2020-07-14,🐂 牛市 (高波动),🐂 牛市
2020-07-15,🐂 牛市 (高波动),🐂 牛市
2020-07-16,🐂 牛市 (高波动),🐂 牛市
2020-07-17,🐂 牛市 (高波动),🐂 牛市
2020-07-20,🐂 牛市 (高波动),🐂 牛市
2020-07-21,🐂 牛市 (高波动),🐂 牛市
2020-07-22,🐂 牛市 (高波动),🐂 牛市
2020-07-23,🐂 牛市 (高波动),🐂 牛市
2020-07-24,🐂 牛市 (高波动),🐂 牛市
2020-07-27,🐂 牛市 (高波动),🐂 牛市
2020-07-28,🐂 牛市 (高波动),🐂 牛市
2020-07-29,🐂 牛市 (高波动),🐂 牛市
2020-07-30,🐂 牛市 (高波动),🐂 牛市
2020-07-31,🐂 牛市 (高波动),🐂 牛市
2020-08-03,🐂 牛市 (高波动),🐂 牛市
2020-08-04,🐂 牛市 (高波动),🐂 牛市
2020-08-05,🐂 牛市 (高波动),🐂 牛市
2020-08-06,🐂 牛市 (高波动),🐂 牛市
2020-08-07,🐂 牛市 (高波动),🐂 牛市
2020-08-10,🐂 牛市 (高波动),🐂 牛市
2020-08-11,🐂 牛市 (高波动),🐂 牛市
2020-08-12,🐂 牛市 (高波动),🐂 牛市
2020-08-13,🐂 牛市 (高波动),🐂 牛市
2020-08-14,🐂 牛市 (高波动),🐂 牛市
2020-08-17,🐂 牛市 (高波动),🐂 牛市
2020-08-18,🐂 牛市 (高波动),🐂 牛市
2020-08-19,🐂 牛市 (高波动),🐂 牛市
2020-08-20,🐂 牛市 (高波动),🐂 牛市
2020-08-21,🐂 牛市,🐂 牛市
2020-08-24,🐂 牛市,🐂 牛市
2020-08-25,🐂 牛市,🐂 牛市
2020-08-26,🌊 震荡市,🐂 牛市
2020-08-27,🌊 震荡市,🐂 牛市
2020-08-28,🐂 牛市,🐂 牛市
2020-08-31,🐂 牛市,🐂 牛市
2020-09-01,🐂 牛市,🐂 牛市
2020-09-02,🌊 震荡市,🐂 牛市
2020-09-03,🌊 震荡市,🐂 牛市
2020-09-04,🌊 震荡市,🐂 牛市
2020-09-07,🌊 震荡市,🌊 震荡市
2020-09-08,🌊 震荡市,🌊 震荡市
2020-09-09,🌊 震荡市,🌊 震荡市
2020-09-10,🌊 震荡市,🌊 震荡市
2020-09-11,🌊 震荡市,🌊 震荡市
2020-09-14,🌊 震荡市,🌊 震荡市
2020-09-15,🌊 震荡市,🌊 震荡市
2020-09-16,🌊 震荡市,🌊 震荡市
2020-09-17,🌊 震荡市,🌊 震荡市
2020-09-18,🌊 震荡市,🌊 震荡市
2020-09-21,🌊 震荡市,🌊 震荡市
2020-09-22,🌊 震荡市,🌊 震荡市
2020-09-23,🌊 震荡市,🌊 震荡市
2020-09-24,🌊 震荡市,🌊 震荡市
2020-09-25,🌊 震荡市,🌊 震荡市
2020-09-28,🌊 震荡市,🌊 震荡市
2020-09-29,🌊 震荡市,🌊 震荡市
2020-09-30,🌊 震荡市,🌊 震荡市
2020-10-09,🌊 震荡市,🌊 震荡市
2020-10-12,🌊 震荡市,🌊 震荡市
2020-10-13,🌊 震荡市,🌊 震荡市
2020-10-14,🌊 震荡市,🌊 震荡市
2020-10-15,🌊 震荡市,🌊 震荡市
2020-10-16,🌊 震荡市,🌊 震荡市
2020-10-19,🌊 震荡市,🌊 震荡市
2020-10-20,🌊 震荡市,🌊 震荡市
2020-10-21,🌊 震荡市,🌊 震荡市
2020-10-22,🌊 震荡市,🌊 震荡市
2020-10-23,🌊 震荡市,🌊 震荡市
2020-10-26,🌊 震荡市,🌊 震荡市
2020-10-27,🌊 震荡市,🌊 震荡市
2020-10-28,🌊 震荡市,🌊 震荡市
2020-10-29,🌊 震荡市,🌊 震荡市
2020-10-30,🌊 震荡市,🌊 震荡市
2020-11-02,🌊 震荡市,🌊 震荡市
2020-11-03,🌊 震荡市,🌊 震荡市
2020-11-04,🌊 震荡市,🌊 震荡市
2020-11-05,🌊 震荡市,🌊 震荡市
2020-11-06,🌊 震荡市,🌊 震荡市
2020-11-09,🌊 震荡市,🌊 震荡市
2020-11-10,🌊 震荡市,🌊 震荡市
2020-11-11,🌊 震荡市,🌊 震荡市
2020-11-12,🌊 震荡市,🌊 震荡市
2020-11-13,🌊 震荡市,🌊 震荡市
2020-11-16,🌊 震荡市,🌊 震荡市
2020-11-17,🌊 震荡市,🌊 震荡市
2020-11-18,🌊 震荡市,🌊 震荡市
2020-11-19,🌊 震荡市,🌊 震荡市
2020-11-20,🌊 震荡市,🌊 震荡市
2020-11-23,🌊 震荡市,🐂 牛市
2020-11-24,🌊 震荡市,🐂 牛市
2020-11-25,🌊 震荡市,🌊 震荡市
2020-11-26,🌊 震荡市,🌊 震荡市
2020-11-27,🌊 震荡市,🐂 牛市
2020-11-30,🌊 震荡市,🐂 牛市
2020-12-01,🌊 震荡市,🐂 牛市
2020-12-02,🌊 震荡市,🐂 牛市
2020-12-03,🌊 震荡市,🐂 牛市
2020-12-04,🌊 震荡市,🐂 牛市
2020-12-07,🌊 震荡市,🐂 牛市
2020-12-08,🌊 震荡市,🐂 牛市
2020-12-09,🌊 震荡市,🌊 震荡市
2020-12-10,🌊 震荡市,🌊 震荡市
2020-12-11,🌊 震荡市,🌊 震荡市
2020-12-14,🌊 震荡市,🌊 震荡市
2020-12-15,🌊 震荡市,🌊 震荡市
2020-12-16,🌊 震荡市,🌊 震荡市
2020-12-17,🌊 震荡市,🐂 牛市
2020-12-18,🌊 震荡市,🌊 震荡市
2020-12-21,🌊 震荡市,🐂 牛市
2020-12-22,🌊 震荡市,🌊 震荡市
2020-12-23,🌊 震荡市,🌊 震荡市
2020-12-24,🌊 震荡市,🌊 震荡市
2020-12-25,🌊 震荡市,🌊 震荡市
2020-12-28,🌊 震荡市,🌊 震荡市
2020-12-29,🌊 震荡市,🌊 震荡市
2020-12-30,🌊 震荡市,🌊 震荡市
2020-12-31,🌊 震荡市,🐂 牛市
2021-01-04,🌊 震荡市,🐂 牛市
2021-01-05,🌊 震荡市,🐂 牛市
2021-01-06,🐂 牛市,🐂 牛市
2021-01-07,🐂 牛市,🐂 牛市
2021-01-08,🐂 牛市,🐂 牛市
2021-01-11,🌊 震荡市,🐂 牛市
2021-01-12,🐂 牛市,🐂 牛市
2021-01-13,🐂 牛市,🐂 牛市
